gtin;gln;ndFreeOfAlcohol;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 6x33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 6x33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 6x33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 6x33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 33CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hop, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 33CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hop, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 33CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hop, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;speciaal bier;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 33CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hop, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Cider;Cider;Apple Bandit juicy apple;APPLE BANDIT CIDER JUICY APPLE 30 CL FLES;Ingrediënten: koolzuurhoudend water, appelcider, suiker, natuurlijke aroma's, zuurteregelaar: appelzuur, antioxidant: SULFIET.
"8;712E+12";"8;712E+12";FALSE;alcoholhoudende cider op basis van appel;Cider;Apple Bandit juicy apple;APPLE BANDIT CIDER JUICY APPLE 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, appelcider, suiker, natuurlijke aroma's, zuurteregelaar: appelzuur, antioxidant: SULFIET.
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 12X25 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Speciaalbier;Speciaalbieren;Desperados Mojito;DESPERADOS SPECIAALBIEREN MOJITO 33 CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur aroma's (tequila 50%, muntextract 14%, limoenextract 1%). 
"8;712E+12";"8;712E+12";FALSE;Speciaalbier;Speciaalbieren;Desperados Mojito;DESPERADOS SPECIAALBIEREN MOJITO 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, natuurlijke aroma's (50% tequila, 14% muntextract, 1% limoenextract), zuurteregelaar: citroenzuur. 
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 25CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 25CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 25CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 25CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Alcoholhoudende cider op basis van appel;Cider;Apple Bandit classic apple;APPLE BANDIT CIDER CLASSIC APPLE 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, appelcider, suiker, appelsap (14%), natuurlijke aroma's, zuurteregelaar: appelzuur, kleur: caramel, antioxidant: SULFIET.
"8;712E+12";"8;712E+12";FALSE;Cider;Cider;Apple Bandit classic apple;APPLE BANDIT CIDER CLASSIC APPLE 30 CL FLES;Ingrediënten: koolzuurhoudend water, appelcider, suiker, appelsap (14%), natuurlijke aroma's, zuurteregelaar: appelzuur, kleur: caramel, antioxidant: SULFIET
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila-. gember- en limoenaroma;Speciaalbieren;Desperados Ginger;DESPERADOS SPECIAALBIEREN GINGER 33 CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, natuurlijke aroma's (50% tequila, 35% natuurlijk gemberaroma, 7,4% limoenaroma en overige natuurlijke aroma's). 
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila-. gember- en limoenaroma;Speciaalbieren;Desperados Ginger;DESPERADOS SPECIAALBIEREN GINGER 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, natuurlijke aroma's (50% tequila, 35% natuurlijk gemberaroma, 7,4% limoenaroma en overige natuurlijke aroma's). 
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS 33 CL BLIK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 33CL BLIK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila-. cactus- en limoenaroma;Speciaalbieren;Desperados Lime;DESPERADOS SPECIAALBIEREN LIME 33 CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, natuurlijke aroma's (tequila 40%, cactus 27%, limoen 18%). 
"8;712E+12";"8;712E+12";FALSE;Bier gearomatiseerd met tequila-. cactus- en limoenaroma;Speciaalbieren;Desperados Lime;DESPERADOS SPECIAALBIEREN LIME 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, natuurlijke aroma's (tequila 40%, cactus 27%, limoen 18%). 
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Amstel pilsener;AMSTEL PILSENER 4X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hop, hopextract
"8;712E+12";"8;712E+12";FALSE;;Pilseners;;AMSTEL PILSENER 6X4X33 CL TRAY;
"8;712E+12";"8;712E+12";FALSE;Speciaalbier;Speciaalbieren;Affligem blond;AFFLIGEM SPECIAALBIEREN BLOND 6X30 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosestroop, hop, hopextract.
"8;712E+12";"8;712E+12";FALSE;bier;Speciaalbieren;Affligem blond;AFFLIGEM SPECIAALBIEREN BLOND 30 CL RETOURFLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, hop, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Speciaalbieren;Affligem dubbel;AFFLIGEM SPECIAALBIEREN DUBBEL 30 CL FLES;Ingrediënten: water, GERSTEMOUT ,glucosesiroop, hop, kruiden, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Speciaalbieren;Affligem belgisch wit;AFFLIGEM SPECIAALBIEREN BELGISCH WIT 30 CL FLES;Ingrediënten: water, GERSTEMOUT, TARWE, kruiden (koriander, sinaasappelschil), natuurlijke aroma's, gist, hop, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Speciaalbieren;Affligem belgisch wit;AFFLIGEM SPECIAALBIEREN BELGISCH WIT 6X30 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, TARWE, kruiden (koriander, sinaasappelschil), natuurlijke aroma's. gist, hop, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Speciaalbieren;Affligem dubbel;AFFLIGEM SPECIAALBIEREN DUBBEL 6X30 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosestroop, hop, kruiden, hopextract.
"8;712E+12";"8;712E+12";FALSE;bier gearomatiseerd met tequila;Speciaalbieren;Desperados;DESPERADOS SPECIAALBIEREN 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, zuurteregelaar: citroenzuur, aroma (75% tequila)
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Amstel pilsener;AMSTEL PILSENER 50 CL BLIK;Ingrediënten: water, GERSTEMOUT, hop, hopextract
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Amstel pilsener;AMSTEL PILSENER 6X50 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hop, hopextract
"8;712E+12";"8;712E+12";FALSE;alcoholhoudende cider;Cider;Apple Bandit raspberry;APPLE BANDIT CIDER RASPBERRY 30 CL FLES;Ingrediënten: koolzuurhoudend water, appelsap uit concentraat (25%), suiker, vruchtensap uit concentraat (waarvan 0,4% framboos en 0,4% aardbei), zuurteregelaar: appelzuur, kleurstof: karamel, zwarte wortelconcentraat, antioxidant: SULFIET, natuurlijke aroma's
"8;712E+12";"8;712E+12";FALSE;Alcoholhoudende cider;Cider;Apple Bandit raspberry;APPLE BANDIT CIDER RASPBERRY 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, appelsap uit concentraat (25%), suiker, vruchtensap uit concentraat (waarvan 0,4% framboos en 0,4% aardbei), zuurteregelaar: appelzuur, kleurstof: karamel, zwarte wortelconcentraat, antioxidant: SULFIET, natuurlijke aroma's
"8;712E+12";"8;712E+12";FALSE;bier;Speciaalbieren;Affligem Blond ;AFFLIGEM BLOND 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, hop, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 33 CL BLIK;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 6X25 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 25 CL FLES ;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 12X25 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 25 CL FLES ;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;;Pilseners;Heineken silver;HEINEKEN SILVER 24X30 CL KRAT;
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 30 CL FLES;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 33 CL BLIK COOLCAN;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken silver;HEINEKEN SILVER 6X33 CL COOLCAN MULTIPACK;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;712E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken pilsener;HEINEKEN PILSENER 50 CL BLIK;Ingrediënten: water, GERSTEMOUT, hopextract.
"9;0288E+12";"8;712E+12";FALSE;Bier;Pilseners;Heineken pilsener;HEINEKEN PILSENER 8 L FUST BLADE;Ingrediënten: water, GERSTEMOUT, hopextract.
"8;00184E+12";"8;71242E+12";FALSE;;Dagelijkse specialistische tandpast;Oral-B Manual Sensitive TANDPASTA Calm Origineel 75ML;Oral-B Manual Sensitive TANDPASTA Calm Origineel 75ML;Aqua, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Sodium Gluconate, Carrageenan, Aroma, Xanthan Gum, Cocamidopropyl Betaine, Zinc Citrate, Stannous Fluoride, Sodium Hydroxide, Stannous Chloride, Sodium Saccharin, CI 77891, Sodium Fluoride, Cinnamal , Benzyl Alcohol, Sucralose, Eugenol, Sodium Benzoate, Citric Acid, Sodium Citrate, Potassium Sorbate (1450ppm Fluoride, 0.61% Stannous)
87255942;"8;71242E+12";FALSE;Bier;Bier;Gulpener Korenwolf;Gulpener Korenwolf blik 50 cl;Ingrediënten: water, GERSTEmout, TARWEmout, ROGGE, SPELT, hop, vlierbesbloesem, koriander en Curaçao sinaasappelschil. Gerst: Calico en Tipple. Tarwe: Julius. Hop: Mercure en Taurus.
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;La Chouffe;La Chouffe 33 cl;Ingrediënten: Water, GERSTEMOUT, invertsuikerstroop, gist, koriander, hop.
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;Chouffe;La Chouffe 75cl;Ingrediënten: water, GERSTEMOUT, invertsuikerstroop, gist, hop, koriander.
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;Big Chouffe;Big Chouffe 1.5 liter;ingrediënten: water, GERSTEMOUT, invertsuikerstroop, gist, hop, koriander.
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;La Chouffe 4x33cl;La Chouffe 4x33cl;Bevat GERSTEMOUT
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;Houblon Chouffe;Chouffe Houblon IPA 33 cl;Ingrediënten: Water, GERSTEMOUT, hop, gist, invertsuikerstroop
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;Chouffe;Chouffe 33cl fles;Ingrediënten: water, GERSTEMOUT, invertsuikerstroop, TARWEMOUT, ROGGEMOUT,  hop, gist, curaçao
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;Chouffe Soleil;Chouffe Soleil 4x33cl;Bevat GERSTEMOUT, TARWEMOUT, ROGGEMOUT.
"5;41077E+12";"8;71242E+12";FALSE;Rood speciaalbier. gearomatiseerd. met suiker en zoetstoffen.;Bier;Cherry Chouffe 4x33 cl;Cherry Chouffe 4x33 cl;Ingrediënten: water, GERSTEMOUT, vloeibare invertsuiker, 12% zuurkers, hop, zwarte wortel extract, aroma, zoetstoffen: acesulfaam-k steviolglycosiden.
"5;41077E+12";"8;71242E+12";FALSE;bier;Bier;Cherry Chouffe;Cherry Chouffe 33 cl;Ingrediënten: water, GERSTEMOUT, vloeibare invertsuiker, 12% zuurkers, hop, zwarte wortel extract, aroma, zoetstoffen: acesulfaam-k steviolglycosiden.
"5;41077E+12";"8;71242E+12";FALSE;Ontdekkingspakket;Ontsekkingspakket met glas;Ontdekkingspakket met glas;La Chouffe ontdekkingspakket 3x33cl+glas;Bevat: GERSTEMOUT
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;La Chouffe Blonde;La Chouffe 4x33cl;Bevat GERSTEMOUT
"5;41077E+12";"8;71242E+12";FALSE;Bier;Bier;La Chouffe Blonde;La Chouffe 33cl blik;BEVAT GERSTEMOUT
"5;41168E+12";"8;71242E+12";FALSE;Bier;Bier;Duvel 33 cl;Duvel 33 cl;Ingrediënten: water, GERSTEMOUT, suiker, hop, gist.
"5;41168E+12";"8;71242E+12";FALSE;Bier;Bier;Duvel 4-pack RAD;Duvel 4x33 cl;Ingrediënten: water, GERSTEMOUT, suiker, hop, gist.
"5;41168E+12";"8;71242E+12";FALSE;Bier;Bier;Duvel Tripel Hop;Duvel Tripel Hop 33 cl;Bevat GERSTEMOUT
"5;41168E+12";"8;71242E+12";FALSE;Tripel Hop;Bier;Duvel Tripel Hop;Duvel Tripel Hop 4x33 cl;Bevat GERSTEMOUT
"5;41168E+12";"8;71242E+12";FALSE;Bier;Bier;Duvel;Duvel 75cl OW NIEUW;bier bevat gerstemout
"5;41168E+12";"8;71242E+12";FALSE;Bier;Bier;Duvel 666;Duvel 666 33 cl;Bevat GERSTEMOUT en TARWEmout
"5;41168E+12";"8;71242E+12";FALSE;Bier;Bier;Duvel 666;Duvel 666 33 cl;Bevat GERSTEMOUT en TARWEmout
"5;41168E+12";"8;71242E+12";FALSE;Bier;bier;Duvel 666  4 x 33cl;Duvel 666 4 x 33CL;Ingrediënten:: Water, GERSTEMOUT, TARWEMOUT, Suiker, Hop, Gist
"5;41168E+12";"8;71242E+12";FALSE;Bier;bier;Duvel 666  4 x 33cl;Duvel 666 4 x 33CL;Ingrediënten:: Water, GERSTEMOUT, TARWEMOUT, Suiker, Hop, Gist
"5;41169E+12";"8;71242E+12";FALSE;Fruitbier met suiker en zoetstof;Bier on the rocks;Liefmans Fruitesse;Liefmans Fruitesse  25cl;Ingrediënten: water, GERSTEMOUT, TARWEMOUT, 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei), fructose, aroma, hop en zoetstof:acesulfaam-k
"5;41169E+12";"8;71242E+12";FALSE;Fruitbier. gerijpt op krieken. gearomatiseerd. met suiker en zoetstof.;Bier geschenkpakket;Liefmans Fruitesse;Liefmans Fruitesse geschenkpakket 4x25 cl+OTR glas;Bevat 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei). Bevat GERSTEMOUT en TARWEMOUT
"5;41169E+12";"8;71242E+12";FALSE;Fruitbier;Fruitbier;Liefmans Fruitesse;Liefmans Fruitesse blik (4x25 cl);Ingrediënten: water, GERSTEMOUT, TARWEMOUT, 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei), fructose, aroma, hop, zoetstof: acesulfaam-K.
"5;41169E+12";"8;71242E+12";FALSE;Fruitbier;Fruitbier;Liefmans Fruitesse;Liefmans Fruitesse blik 25 cl;Ingrediënten: water, GERSTEMOUT, TARWEMOUT, 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei), fructose, aroma, hop, zoetstof: acesulfaam-K.
"5;41169E+12";"8;71242E+12";FALSE;Bier;Bier;Liefmans;Liefmans Fruitesse (4x25 cl);Bevat GERSTEMOUT en TARWEMOUT
"5;41169E+12";"8;71242E+12";FALSE;Belgisch alcoholvrij bier. Gearomatiseerd. Met suikers en zoetstoffen.;alcoholvrij bier;Liefmans Fruitesse;Liefmans Fruitesse alcoholvrij bier 250ml;Ingrediënten: water, 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei), GERSTEMOUT, vloeibare suiker, fructose-glucosestroop, aroma, zwarte wortelconcentraat, voedingszuur: citroenzuur, zoetstoffen: acesulfaam-k en sucralose, hop, antioxidant: ascorbinezuur.
"5;41169E+12";"8;71242E+12";FALSE;Fruitbier: gearomatiseerd. met suiker en zoetstof;Fruitbier;Liefmans Fruitesse;Liefmans Fruitesse 75 cl;Ingrediënten: water, GERSTEMOUT, TARWEMOUT, 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei), fructose, zwarte wortelconcentraat, aroma, hop, zoetstof: acesulfaam-K.
"5;41234E+12";"8;71242E+12";FALSE;Bier;Bier;Westmalle Dubbel 4x33cl;Westmalle Dubbel 4x33cl;
"5;41234E+12";"8;71242E+12";FALSE;bier;Bier;Westmalle Tripel 4x33 cl;Westmalle Tripel 4x33cl;
"5;41234E+12";"8;71242E+12";FALSE;Bier;Bier;Westmalle Trappist Dubbel;Westmalle Dubbel 33cl;Bevat: GERSTemout
"5;41234E+12";"8;71242E+12";FALSE;bier;Bier;Westmalle Trappist Trippel;Westmalle Tripel 33cl;Bevat GERSTEmout
"5;42502E+12";"8;71242E+12";FALSE;Bier;Bier;Brugse Zot;Brugse Zot Blond 33 cl;Bevat GERSTEMOUT
"5;42502E+12";"8;71242E+12";FALSE;Bier;Bier;Brugse Zot Blond;Brugse Zot Blond 6x33 cl;Bevat GERSTEmout.
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Hoppen;Jopen Hoppen 75cl;Ingrediënten: Water, GERSTEMOUT, TARWEMOUT, HAVER, Hop en Gist.
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Koyt Gruitbier;Jopen Koyt 75cl;Ingrediënten: Water, GERSTEMOUT, TARWEMOUT, HAVER, Gruit (kruidenmengsel) en Gist.
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier met glas;Jopen Crafting Divine Beer Flessen;Jopen GVP (4x33cl+bokaal) o.w.;
"8;7148E+12";"8;71242E+12";FALSE;Bier van hoge gisting;Bier;Jopen Bokbier;Jopen 4 Granenbok 75cl;Ingrediënten: Water, GERSTEMOUT, TARWEMOUT, HAVER, ROGGEMOUT, Hop en Gist.
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Lentebier;Jopen Lentebier 75cl;Ingrediënten: Water, GERSTEMOUT, HAVER, Hop, Korianderzaad en Gist.
"8;7148E+12";"8;71242E+12";FALSE;Bier van hoge gisting;Bier;Jopen Johannieter;Jopen Johannieter 75cl;Ingrediënten: Water, GERSTEMOUT, TARWEMOUT, Hop en Gist.
"8;7148E+12";"8;71242E+12";FALSE;bier;Bier;Jopen Mooie Nel;Jopen Mooie Nel 33cl blik;Ingrediënten: Water, GERST, HAVER, Hop, Gist
"8;7148E+12";"8;71242E+12";FALSE;alcohol-arm bier;Bier;Jopen Non IPA 33cl blik;Jopen Non IPA 33cl blik;Ingrediënten: Water, GERST, TARWE, HAVER, Hop, Gist
"8;7148E+12";"8;71242E+12";FALSE;witbier;witbier geschenkverpakking;Jopen proeverij witbier 1st;Jopen witbier geschenkverpakking 1st;
"8;7148E+12";"8;71242E+12";FALSE;;bier proef-set;Jopen Mooie Nel en Blurred Lines;Jopen bier proef-set Mooie Nel en Blurred Lines 2x33cl;Ingrediënten Mooie Nel: Water, GERST, HAVER, Hop, Gist. Ingrediënten Blurred Lines: Water, GERST, TARWE, HAVER, Hop, Gist
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Mooie Nel 33cl;Jopen Mooie Nel 33cl;Ingrediënten: Water, GERST, HAVER, Hop, Gist.
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Heavy Cross Tripel IPA;Jopen Heavy Cross Tripel IPA 33 cl;Ingrediënten: Water, GERST, HAVER, Gist, Hop
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Non IPA;Jopen Non IPA 33 cl;Ingrediënten: Water, GERST, HAVER, TARWE, Hop, Gist
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Blurred Lines;Jopen Blurred Lines fles 33cl;Ingrediënten: Water, GERST, TARWE, HAVER, Hop, Gist
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Craft Pilsner;Jopen Craft Pilsner flesje 330ml;Ingrediënten: Water, GERST, Hop, Gist.
"8;7148E+12";"8;71242E+12";FALSE;Alcoholarm bier;Bier;Jopen Non IPA Gember;Jopen Non IPA Gember 33cl;Ingrediënten: Water, GERST, TARWE, HAVER, Hop, Gist, Gember 1%
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Cherrysh the Love 75cl;Jopen Cherrysh the Love 75cl;Ingrediënten: Water, GERST, ROGGE, TARWE, Hop, Kersenpuree, Vanillepuree, Gist.
"8;7148E+12";"8;71242E+12";FALSE;bier;bier;;Jopen bier Livin La Vida Locarb 33cl;Ingrediënten: Water, GERST, TARWE, HAVER, Gist, Hop.
"8;7148E+12";"8;71242E+12";FALSE;bier;bier;;Jopen bier bright light 12x33cl;Ingrediënten: water, GERST, TARWE, HAVER, Korianderzaad, Sinaasappel schil, Gist, Hop.
"8;7148E+12";"8;71242E+12";FALSE;bier;bier;;Jopen bier Juicy Lager 12x33cl;Ingrediënten: water, GERST, hop, gist.
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Adriaan Wit;Jopen Adriaan Wit 33cl;Ingrediënten: Water, GERST, TARWE, HAVER, Kruiden, Gist, Hop
"8;7148E+12";"8;71242E+12";FALSE;Bier;Bier;Jopen Hop Zij Met Ons;Jopen Hop Zij Met Ons  33 cl;Ingrediënten: water, GERST, Gist, Hop
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier;Brouwerij 't IJ IJwit;t IJ IJwit 33cl;Bevat GERSTEMOUT en TARWEMOUT
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier;Brouwerij 't IJ Flink;t IJ Flink 33cl;Bevat GERSTEmout
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier geschenkassortiment;Brouwerij 't IJ;t IJ geschenk bio (3x33cl+glas);Bevat gluten
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier;Brouwerij 't IJ Biri Tropical Lager;Brouwerij 't IJ Biri Tropical Lager 33cl;Bevat GERSTEMOUT
"8;71755E+12";"8;71242E+12";FALSE;bier;bier;;Brouwerij 't IJ Calypso Session IPA 33cl;BEVAT GERSTEMOUT
"8;71755E+12";"8;71242E+12";FALSE;bier;bier;Brouwerij 't IJ iPA;Brouwerij 't IJ IPA 33cl;Bevat GERSTEMOUT
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier;Brouwerij 't IJ Zatte;Brouwerij 't IJ Zatte 33cl;Bevat GERSTEMOUT en TARWEMOUT
"8;71755E+12";"8;71242E+12";FALSE;Alcoholarm bier;Free IPA alcoholarm bier;Brouwerij 't IJ Free IPA 0.5% bier 330ml;Brouwerij 't IJ Free IPA alcoholarm bier 330ml fles;Ingrediënten: water, GERSTEMOUT, ROGGEMOUT, TARWEMOUT, hop, gist.
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier;t IJ Vrijwit 33 cl;Brouwerij 't IJ Vrijwit 33cl;Ingrediënten: water, GERSTEMOUT, TARWEMOUT, citroen, koriander, gist.
"8;71755E+12";"8;71242E+12";FALSE;Bier;Bier;'t IJ Blondie 33 cl;Brouwerij 't IJ Blondie 33cl;Bevat GERSTEMOUT, TARWEMOUT en HAVERMOUT
"8;71755E+12";"8;71242E+12";FALSE;alcoholarm bier/bier;bier;t IJ Vrijwit / IJwit Duopack 2 x 33cl;t IJ Vrijwit / IJwit Duopack 2 x 33cl;Bevat GERSTEMOUT en TARWEMOUT
"8;71755E+12";"8;71242E+12";FALSE;witbier;witbier;;Brouwerij t'IJ IJwit 33cl;Bevat GERSTEMOUT en TARWEMOUT
